SpecialDay,Month,OperatingSystems,Browser,Region,VisitorType,Weekend,Revenue
0,Oct,3,2,3,Returning_Visitor,TRUE,FALSE
0,Aug,2,10,3,Returning_Visitor,FALSE,TRUE
0,June,2,4,1,Returning_Visitor,TRUE,FALSE
0,Jul,2,2,3,Returning_Visitor,FALSE,TRUE
0,Nov,2,2,3,Returning_Visitor,FALSE,TRUE
0,Aug,2,2,7,Returning_Visitor,FALSE,FALSE
0,Sep,2,2,2,Returning_Visitor,FALSE,FALSE
0,Sep,2,4,7,Returning_Visitor,FALSE,FALSE
0,Aug,1,1,2,Returning_Visitor,FALSE,FALSE
0,Aug,2,2,3,Returning_Visitor,TRUE,TRUE
0,Sep,2,2,6,Returning_Visitor,FALSE,TRUE
0,Sep,1,1,1,Returning_Visitor,TRUE,FALSE
0,June,3,2,6,Returning_Visitor,FALSE,FALSE
0,Sep,2,2,1,Returning_Visitor,TRUE,FALSE
0,Aug,3,3,3,Returning_Visitor,TRUE,FALSE
0,Jul,2,2,1,New_Visitor,FALSE,FALSE
0,Aug,2,2,1,Returning_Visitor,FALSE,FALSE
0,Aug,3,2,1,Returning_Visitor,FALSE,FALSE
0,Aug,3,2,3,Returning_Visitor,FALSE,FALSE
0,Sep,3,2,3,Returning_Visitor,FALSE,FALSE
0,Nov,1,8,3,Returning_Visitor,FALSE,FALSE
0,Jul,2,2,7,Returning_Visitor,FALSE,FALSE
0,Aug,2,2,3,Returning_Visitor,FALSE,FALSE
0,Jul,1,2,1,Returning_Visitor,FALSE,FALSE
0,June,3,2,1,Returning_Visitor,FALSE,FALSE
0,Oct,1,1,1,Returning_Visitor,FALSE,FALSE
0,Oct,2,2,2,Returning_Visitor,FALSE,FALSE
0,Sep,3,2,6,Returning_Visitor,FALSE,FALSE
0,Nov,3,2,1,New_Visitor,FALSE,FALSE
0,June,1,2,3,Returning_Visitor,TRUE,FALSE
0,Sep,2,2,1,New_Visitor,FALSE,FALSE
0,Oct,1,1,6,Returning_Visitor,TRUE,FALSE
0,Oct,2,2,7,Returning_Visitor,FALSE,TRUE
0,Sep,2,2,8,Returning_Visitor,FALSE,TRUE
0,Nov,2,10,7,Returning_Visitor,FALSE,TRUE
0,Aug,1,8,1,Returning_Visitor,FALSE,FALSE
0,Jul,2,2,7,Returning_Visitor,TRUE,FALSE
0,Oct,2,2,1,Returning_Visitor,FALSE,FALSE
0,Jul,3,2,3,Returning_Visitor,TRUE,FALSE
0,Jul,1,1,4,Returning_Visitor,FALSE,FALSE
0,Sep,1,1,2,Returning_Visitor,FALSE,FALSE
0,Jul,3,2,1,Returning_Visitor,FALSE,FALSE
0,Nov,2,4,4,New_Visitor,FALSE,FALSE
0,Oct,1,1,1,Returning_Visitor,FALSE,TRUE
0,June,4,2,3,Returning_Visitor,FALSE,FALSE
0,Sep,3,2,4,New_Visitor,FALSE,FALSE
0,Sep,1,1,6,New_Visitor,TRUE,TRUE
0,June,3,2,7,Returning_Visitor,FALSE,FALSE
0,Oct,2,2,2,Returning_Visitor,TRUE,FALSE
0,Sep,2,2,7,Returning_Visitor,FALSE,FALSE
0,Jul,4,1,2,New_Visitor,FALSE,FALSE
0,Aug,2,2,3,Returning_Visitor,TRUE,FALSE
0,Aug,2,6,4,Returning_Visitor,TRUE,FALSE
0,Jul,2,2,2,New_Visitor,TRUE,FALSE
0,June,3,2,5,Returning_Visitor,TRUE,FALSE
0,Aug,2,2,3,Returning_Visitor,FALSE,FALSE
0,Oct,2,2,3,New_Visitor,FALSE,FALSE
0,June,2,2,9,Returning_Visitor,FALSE,FALSE
0,Sep,2,4,1,New_Visitor,FALSE,FALSE
0,Nov,2,2,1,Returning_Visitor,FALSE,TRUE
0,Nov,1,2,1,Returning_Visitor,FALSE,FALSE
0,Jul,2,5,3,Returning_Visitor,FALSE,FALSE
0,June,1,1,7,Returning_Visitor,FALSE,FALSE
0,Sep,3,2,3,Returning_Visitor,TRUE,TRUE
0,Aug,2,2,5,Returning_Visitor,FALSE,FALSE
0,Oct,2,2,1,Returning_Visitor,FALSE,FALSE
0,Oct,3,2,7,New_Visitor,TRUE,FALSE
0,Sep,2,2,5,Returning_Visitor,FALSE,FALSE
0,June,1,1,1,Returning_Visitor,FALSE,FALSE
0,Sep,2,2,3,New_Visitor,FALSE,FALSE
0,Oct,2,2,6,New_Visitor,FALSE,TRUE
0,Nov,2,2,1,Returning_Visitor,FALSE,FALSE
0,Oct,1,1,3,Returning_Visitor,FALSE,FALSE
0,June,2,2,1,Returning_Visitor,FALSE,FALSE
0,June,2,2,1,Returning_Visitor,FALSE,FALSE
0,Aug,2,2,9,Returning_Visitor,FALSE,TRUE
0,Sep,1,1,1,Returning_Visitor,FALSE,FALSE
0,Oct,2,5,7,Returning_Visitor,FALSE,FALSE
0,Sep,2,2,3,Returning_Visitor,TRUE,TRUE
0,June,2,2,9,Returning_Visitor,FALSE,FALSE
0,Jul,1,1,3,Returning_Visitor,TRUE,FALSE
0,Aug,1,1,1,New_Visitor,FALSE,TRUE
0,Aug,2,2,4,Returning_Visitor,FALSE,FALSE
0,Oct,1,1,3,Returning_Visitor,FALSE,TRUE
0,Jul,1,1,5,New_Visitor,FALSE,FALSE
0,Sep,3,2,4,Returning_Visitor,TRUE,FALSE
0,Sep,1,1,1,Returning_Visitor,FALSE,FALSE
0,Jul,3,2,5,Returning_Visitor,TRUE,FALSE
0,Sep,1,1,3,New_Visitor,FALSE,FALSE
0,Jul,3,2,4,Returning_Visitor,TRUE,FALSE
0,Oct,1,1,2,Returning_Visitor,FALSE,TRUE
0,Jul,2,2,5,Returning_Visitor,TRUE,FALSE
0,June,1,1,6,Returning_Visitor,FALSE,FALSE
0,Sep,2,2,5,Returning_Visitor,FALSE,FALSE
0,Jul,2,2,2,Returning_Visitor,TRUE,TRUE
0,Sep,3,2,1,Returning_Visitor,TRUE,FALSE
0,Nov,2,2,9,Returning_Visitor,FALSE,FALSE
0,Oct,2,2,7,Returning_Visitor,FALSE,FALSE
0,Sep,2,2,9,New_Visitor,FALSE,FALSE
0,Jul,1,2,1,Returning_Visitor,TRUE,FALSE
0,Sep,2,2,4,Returning_Visitor,FALSE,FALSE
0,June,1,1,1,New_Visitor,TRUE,FALSE
0,Jul,2,2,5,Returning_Visitor,TRUE,FALSE
0,Sep,2,2,2,New_Visitor,TRUE,TRUE
0,June,2,2,4,Returning_Visitor,FALSE,FALSE
0,Nov,2,4,1,Returning_Visitor,FALSE,TRUE
0,Nov,1,2,1,Returning_Visitor,FALSE,FALSE
0,Sep,1,1,8,Returning_Visitor,FALSE,FALSE
0,Aug,3,2,1,Returning_Visitor,TRUE,FALSE
0,Oct,2,10,1,Returning_Visitor,FALSE,FALSE
0,Oct,3,2,1,Returning_Visitor,FALSE,FALSE
0,Sep,3,2,3,Returning_Visitor,FALSE,FALSE
0,Oct,1,8,6,Returning_Visitor,TRUE,TRUE
0,Nov,2,6,9,New_Visitor,FALSE,TRUE
0,June,2,2,1,Returning_Visitor,FALSE,FALSE
0,Jul,2,4,2,Returning_Visitor,TRUE,FALSE
0,Oct,2,2,9,Returning_Visitor,FALSE,FALSE
0,Jul,1,1,3,New_Visitor,FALSE,FALSE
0,Sep,3,2,2,Returning_Visitor,TRUE,FALSE
0,Oct,3,2,3,Returning_Visitor,FALSE,FALSE
0,Sep,2,2,3,Returning_Visitor,FALSE,FALSE
0,Oct,2,2,3,Returning_Visitor,FALSE,TRUE
0,Jul,3,2,6,Returning_Visitor,TRUE,FALSE
0,Jul,2,5,7,Returning_Visitor,FALSE,FALSE
0,Oct,2,2,1,Returning_Visitor,FALSE,TRUE
0,Sep,2,2,2,Returning_Visitor,FALSE,FALSE
0,Oct,2,5,4,Returning_Visitor,FALSE,FALSE
0,Sep,2,10,4,Returning_Visitor,FALSE,FALSE
0,Sep,2,2,5,Returning_Visitor,FALSE,FALSE
0,Oct,2,2,2,Returning_Visitor,FALSE,FALSE
0,Aug,2,2,1,Returning_Visitor,FALSE,FALSE
0,Jul,2,2,1,New_Visitor,FALSE,FALSE
0,Aug,2,2,1,Returning_Visitor,TRUE,FALSE
0,Sep,2,2,4,Returning_Visitor,FALSE,TRUE
0,Oct,3,2,6,Returning_Visitor,FALSE,FALSE
0,Oct,2,2,1,Returning_Visitor,FALSE,FALSE
0,Sep,2,2,1,Returning_Visitor,FALSE,FALSE
0,Oct,1,1,1,New_Visitor,TRUE,FALSE
0,Aug,1,8,4,Returning_Visitor,FALSE,FALSE
0,Oct,2,5,4,Returning_Visitor,FALSE,TRUE
0,Oct,3,2,1,Returning_Visitor,FALSE,FALSE
0,Sep,2,2,1,Returning_Visitor,TRUE,TRUE
0,Jul,2,2,5,Returning_Visitor,FALSE,FALSE
0,Oct,2,5,3,Returning_Visitor,FALSE,FALSE
0,Oct,1,1,1,New_Visitor,FALSE,FALSE
0,Sep,2,2,1,Returning_Visitor,FALSE,FALSE
0,Sep,3,2,8,Returning_Visitor,FALSE,FALSE
0,Sep,3,2,1,Returning_Visitor,FALSE,FALSE
0,Jul,2,2,6,Returning_Visitor,FALSE,TRUE
0,Jul,2,2,9,Returning_Visitor,FALSE,TRUE
0,Sep,3,2,3,Returning_Visitor,FALSE,FALSE
0,Nov,2,2,1,Returning_Visitor,FALSE,FALSE
0,Nov,2,2,9,New_Visitor,TRUE,FALSE
0,Aug,1,1,2,Returning_Visitor,FALSE,FALSE
0,Nov,1,1,1,Returning_Visitor,FALSE,FALSE
0,Aug,1,1,1,Returning_Visitor,FALSE,FALSE
0,Aug,2,4,8,New_Visitor,TRUE,FALSE
0,Jul,2,2,9,Returning_Visitor,FALSE,FALSE
0,Nov,3,3,3,Returning_Visitor,TRUE,FALSE
0,Sep,1,8,1,Returning_Visitor,FALSE,FALSE
0,Oct,2,2,3,Returning_Visitor,FALSE,FALSE
0,Jul,1,8,1,Returning_Visitor,FALSE,FALSE
0,June,2,2,1,Returning_Visitor,FALSE,FALSE
0,Sep,1,2,2,Returning_Visitor,FALSE,FALSE
0,Oct,1,1,1,New_Visitor,FALSE,FALSE
0,Jul,2,6,1,New_Visitor,TRUE,FALSE
0,Sep,4,2,9,Returning_Visitor,FALSE,TRUE
0,Sep,1,1,1,New_Visitor,FALSE,FALSE
0,June,3,2,1,Returning_Visitor,FALSE,FALSE
0,Sep,2,2,8,Returning_Visitor,FALSE,FALSE
0,June,3,2,2,Returning_Visitor,FALSE,FALSE
0,Jul,2,2,1,Returning_Visitor,FALSE,FALSE
0,Oct,2,2,1,Returning_Visitor,FALSE,FALSE
0,Nov,1,1,7,Returning_Visitor,FALSE,TRUE
0,Aug,2,2,1,New_Visitor,FALSE,FALSE
0,Sep,2,6,4,Returning_Visitor,FALSE,FALSE
0,Nov,1,1,2,New_Visitor,FALSE,FALSE
0,Oct,2,2,1,New_Visitor,FALSE,TRUE
0,Nov,2,2,2,Returning_Visitor,FALSE,FALSE
0,June,2,4,9,Returning_Visitor,FALSE,FALSE
0,Nov,1,2,1,Returning_Visitor,FALSE,FALSE
0,Jul,1,1,3,Returning_Visitor,FALSE,FALSE
0,Jul,2,2,9,Returning_Visitor,FALSE,FALSE
0,Sep,2,2,4,Returning_Visitor,TRUE,FALSE
0,Sep,3,2,9,New_Visitor,FALSE,FALSE
0,Nov,3,2,1,Returning_Visitor,FALSE,FALSE
0,Jul,3,2,2,Returning_Visitor,TRUE,FALSE
0,Jul,2,2,1,Returning_Visitor,FALSE,FALSE
0,Aug,3,2,3,Returning_Visitor,FALSE,FALSE
0,Aug,3,2,1,Returning_Visitor,TRUE,FALSE
0,Oct,2,2,1,Returning_Visitor,FALSE,FALSE
0,Sep,2,2,2,Returning_Visitor,FALSE,FALSE
0,Sep,2,2,8,New_Visitor,FALSE,FALSE
0,Oct,2,2,1,New_Visitor,FALSE,TRUE
0,Nov,3,3,1,Returning_Visitor,TRUE,FALSE
0,Aug,2,2,2,Returning_Visitor,FALSE,TRUE
0,Sep,2,2,7,Returning_Visitor,FALSE,FALSE
0,Sep,2,4,3,Returning_Visitor,FALSE,FALSE
0,Nov,2,2,9,Returning_Visitor,TRUE,FALSE
0,Sep,1,1,1,New_Visitor,FALSE,FALSE
0,Sep,3,2,1,New_Visitor,TRUE,FALSE
0,Aug,2,2,7,Returning_Visitor,FALSE,FALSE
0,Oct,3,2,1,Returning_Visitor,TRUE,FALSE
0,Jul,2,10,3,New_Visitor,FALSE,FALSE
0,Oct,1,1,4,Returning_Visitor,TRUE,FALSE
0,Jul,2,4,3,Returning_Visitor,FALSE,FALSE
0,Aug,2,2,3,Returning_Visitor,FALSE,FALSE
0,Sep,3,3,4,New_Visitor,FALSE,FALSE
0,Nov,2,4,1,Returning_Visitor,TRUE,FALSE
0,June,3,2,5,Returning_Visitor,FALSE,FALSE
0,June,3,2,3,Returning_Visitor,FALSE,FALSE
0,Oct,2,2,6,Returning_Visitor,FALSE,TRUE
0,Aug,1,1,1,Returning_Visitor,FALSE,FALSE
0,Oct,3,2,1,Returning_Visitor,TRUE,TRUE
0,Aug,2,2,3,Returning_Visitor,FALSE,FALSE
0,Sep,1,2,1,Returning_Visitor,FALSE,FALSE
0,Jul,2,2,7,Returning_Visitor,FALSE,FALSE
0,Aug,2,4,4,Returning_Visitor,TRUE,TRUE
0,Aug,2,2,1,Returning_Visitor,FALSE,FALSE
0,Sep,2,2,3,New_Visitor,FALSE,TRUE
0,Aug,2,2,4,Returning_Visitor,TRUE,FALSE
0,June,2,2,6,Returning_Visitor,FALSE,FALSE
0,Aug,2,2,3,Returning_Visitor,FALSE,FALSE
0,Sep,3,7,3,Returning_Visitor,FALSE,FALSE
0,Aug,3,2,8,Returning_Visitor,FALSE,FALSE
0,Oct,2,2,7,Returning_Visitor,FALSE,FALSE
0,June,4,1,4,Returning_Visitor,FALSE,FALSE
0,Nov,1,1,2,Returning_Visitor,FALSE,FALSE
0,Oct,2,2,3,Returning_Visitor,FALSE,FALSE
0,Sep,2,2,7,Returning_Visitor,FALSE,FALSE
0,Oct,1,2,3,New_Visitor,FALSE,FALSE
0,Oct,2,2,1,Returning_Visitor,FALSE,FALSE
0,Oct,2,2,1,Returning_Visitor,FALSE,FALSE
0,Aug,3,2,3,Returning_Visitor,TRUE,TRUE
0,Sep,2,2,1,Returning_Visitor,FALSE,FALSE
0,Nov,2,2,3,Returning_Visitor,FALSE,TRUE
0,Sep,3,2,1,Returning_Visitor,TRUE,FALSE
0,June,2,2,1,Returning_Visitor,FALSE,FALSE
0,Sep,3,2,3,Returning_Visitor,FALSE,FALSE
0,Nov,2,7,2,Returning_Visitor,FALSE,FALSE
0,Nov,4,2,7,Returning_Visitor,TRUE,TRUE
0,June,1,1,1,Returning_Visitor,FALSE,FALSE
0,Jul,2,2,3,Returning_Visitor,FALSE,FALSE
0,Sep,2,10,1,Returning_Visitor,FALSE,FALSE
0,Sep,2,2,9,New_Visitor,FALSE,FALSE
0,Nov,2,2,5,Returning_Visitor,TRUE,FALSE
0,Aug,2,2,4,Returning_Visitor,FALSE,FALSE
0,Sep,2,10,3,New_Visitor,FALSE,FALSE
0,Sep,2,2,3,Returning_Visitor,FALSE,FALSE
0,Jul,3,2,3,Returning_Visitor,TRUE,FALSE
0,Sep,2,2,3,Returning_Visitor,FALSE,TRUE
0,Jul,3,2,6,Returning_Visitor,FALSE,FALSE
0,Jul,2,2,3,Returning_Visitor,TRUE,FALSE
0,Oct,1,1,1,Returning_Visitor,FALSE,FALSE
0,Oct,1,1,4,Returning_Visitor,FALSE,FALSE
0,Nov,2,2,3,New_Visitor,FALSE,TRUE
0,Jul,2,2,7,Returning_Visitor,FALSE,FALSE
0,Oct,2,2,4,Returning_Visitor,TRUE,FALSE
0,Jul,3,2,3,Returning_Visitor,FALSE,FALSE
0,Jul,3,2,4,Returning_Visitor,FALSE,TRUE
0,Jul,1,1,1,Returning_Visitor,FALSE,FALSE
0,Sep,2,2,1,New_Visitor,FALSE,FALSE
0,Oct,2,2,2,New_Visitor,FALSE,FALSE
0,June,2,2,8,Returning_Visitor,FALSE,FALSE
0,Oct,2,2,4,Returning_Visitor,FALSE,FALSE
0,Oct,2,2,4,New_Visitor,FALSE,FALSE
0,Oct,2,2,1,Returning_Visitor,FALSE,FALSE
0,Oct,2,2,1,Returning_Visitor,FALSE,FALSE
0,Oct,2,2,1,Returning_Visitor,FALSE,FALSE
0,Sep,1,2,6,Returning_Visitor,FALSE,TRUE
0,Sep,2,4,4,New_Visitor,FALSE,FALSE
0,Nov,2,2,1,Returning_Visitor,FALSE,FALSE
0,June,2,10,1,Returning_Visitor,FALSE,FALSE
0,Aug,2,2,3,Returning_Visitor,TRUE,FALSE
0,Jul,2,2,4,Returning_Visitor,FALSE,FALSE
0,Jul,1,1,3,Returning_Visitor,FALSE,FALSE
0,Oct,2,2,3,Returning_Visitor,FALSE,FALSE
0,June,2,5,3,Returning_Visitor,FALSE,FALSE
0,Nov,3,2,2,Returning_Visitor,FALSE,FALSE
0,June,1,1,1,Returning_Visitor,FALSE,FALSE
0,Sep,2,2,2,New_Visitor,TRUE,FALSE
0,Jul,3,3,1,Returning_Visitor,FALSE,FALSE
0,Sep,2,5,4,New_Visitor,FALSE,FALSE
0,Aug,1,1,1,Returning_Visitor,FALSE,FALSE
0,Sep,2,2,3,Returning_Visitor,TRUE,FALSE
0,Nov,1,1,3,New_Visitor,FALSE,TRUE
0,Aug,2,2,1,Returning_Visitor,FALSE,TRUE
0,Jul,4,1,3,Returning_Visitor,FALSE,TRUE
0,Jul,2,2,1,Returning_Visitor,FALSE,TRUE
0,Sep,2,2,1,Returning_Visitor,FALSE,TRUE
0,Sep,3,2,1,Returning_Visitor,FALSE,FALSE
0,Aug,3,2,4,Returning_Visitor,TRUE,TRUE
0,Jul,2,4,4,Returning_Visitor,FALSE,FALSE
0,Oct,2,2,2,New_Visitor,TRUE,FALSE
0,Oct,2,2,1,Returning_Visitor,FALSE,FALSE
0,Oct,2,2,1,Returning_Visitor,FALSE,FALSE
0,Nov,2,2,7,Returning_Visitor,FALSE,FALSE
0,Sep,2,2,3,New_Visitor,FALSE,FALSE
0,Sep,3,2,2,Returning_Visitor,FALSE,TRUE
0,Nov,3,2,1,Returning_Visitor,FALSE,FALSE
0,Oct,2,2,1,Returning_Visitor,FALSE,FALSE
0,Sep,2,2,1,Returning_Visitor,FALSE,FALSE
0,Jul,3,2,1,Returning_Visitor,TRUE,FALSE
0,Sep,2,4,1,New_Visitor,FALSE,FALSE
0,Sep,2,2,3,Returning_Visitor,FALSE,FALSE
0,Aug,1,1,1,Returning_Visitor,FALSE,FALSE
0,Nov,3,2,2,New_Visitor,TRUE,FALSE
0,Aug,2,2,1,Returning_Visitor,FALSE,FALSE
0,Oct,3,2,5,Returning_Visitor,FALSE,FALSE
0,Oct,2,2,2,Returning_Visitor,FALSE,FALSE
0,Sep,2,2,6,Returning_Visitor,FALSE,FALSE
0,Nov,2,4,6,New_Visitor,TRUE,FALSE
0,Oct,1,1,7,Returning_Visitor,FALSE,FALSE
0,Nov,1,1,4,Returning_Visitor,FALSE,TRUE
0,Oct,2,5,3,New_Visitor,TRUE,FALSE
0,Jul,2,2,7,Returning_Visitor,TRUE,FALSE
0,Sep,3,2,1,Returning_Visitor,FALSE,FALSE
0,Sep,2,10,1,Returning_Visitor,FALSE,TRUE
0,Sep,2,2,1,Returning_Visitor,TRUE,TRUE
0,Aug,2,2,4,Returning_Visitor,TRUE,FALSE
0,Nov,3,3,1,New_Visitor,FALSE,FALSE
0,Aug,2,2,9,New_Visitor,TRUE,FALSE
0,Sep,2,2,7,Returning_Visitor,FALSE,TRUE
0,Nov,2,2,8,Returning_Visitor,FALSE,FALSE
0,Jul,2,2,1,Returning_Visitor,FALSE,FALSE
0,June,1,1,7,Returning_Visitor,FALSE,FALSE
0,Sep,2,2,3,Returning_Visitor,TRUE,FALSE
0,Jul,1,1,1,Returning_Visitor,FALSE,FALSE
0,Jul,2,2,1,New_Visitor,FALSE,FALSE
0,June,3,2,6,Returning_Visitor,FALSE,FALSE
0,Sep,3,2,4,Returning_Visitor,FALSE,TRUE
0,Oct,2,5,9,Returning_Visitor,TRUE,FALSE
0,Aug,2,2,3,Returning_Visitor,FALSE,FALSE
0,Nov,2,2,3,Returning_Visitor,FALSE,FALSE
0,Aug,3,2,1,Returning_Visitor,TRUE,FALSE
0,Jul,3,2,2,Returning_Visitor,FALSE,TRUE
0,Nov,2,2,1,Returning_Visitor,FALSE,FALSE
0,Jul,2,2,2,New_Visitor,FALSE,FALSE
0,Jul,2,4,6,Returning_Visitor,FALSE,TRUE
0,Sep,2,4,1,Returning_Visitor,FALSE,TRUE
0,Oct,1,1,1,Returning_Visitor,FALSE,FALSE
0,June,3,2,1,Returning_Visitor,TRUE,FALSE
0,Sep,2,2,1,Returning_Visitor,FALSE,FALSE
0,Sep,3,2,6,Returning_Visitor,TRUE,FALSE
0,June,2,2,1,Returning_Visitor,FALSE,TRUE
0,Nov,2,4,1,Returning_Visitor,FALSE,FALSE
0,Sep,2,2,9,Returning_Visitor,FALSE,FALSE
0,Nov,1,2,1,Returning_Visitor,FALSE,FALSE
0,Oct,1,1,3,Returning_Visitor,TRUE,FALSE
0,Jul,2,4,1,Returning_Visitor,FALSE,FALSE
0,Nov,3,2,2,Returning_Visitor,FALSE,FALSE
0,Oct,2,2,9,Returning_Visitor,TRUE,TRUE
0,Aug,4,1,6,Returning_Visitor,FALSE,FALSE
0,Sep,2,6,4,Returning_Visitor,FALSE,FALSE
0,Aug,1,1,1,Returning_Visitor,TRUE,FALSE
0,Jul,3,2,1,Returning_Visitor,FALSE,TRUE
0,Aug,2,2,1,Returning_Visitor,FALSE,FALSE
0,Oct,3,6,3,Returning_Visitor,FALSE,FALSE
0,Oct,3,2,1,Returning_Visitor,TRUE,FALSE
0,Nov,2,2,1,Returning_Visitor,FALSE,FALSE
0,Jul,2,2,1,New_Visitor,FALSE,FALSE
0,Oct,2,5,1,Returning_Visitor,FALSE,FALSE
0,Jul,3,2,4,Returning_Visitor,FALSE,FALSE
0,Nov,2,2,3,Returning_Visitor,FALSE,FALSE
0,Jul,2,2,1,New_Visitor,FALSE,TRUE
0,Sep,2,2,1,Returning_Visitor,FALSE,FALSE
0,Sep,2,2,1,New_Visitor,FALSE,TRUE
0,Jul,4,1,3,Returning_Visitor,FALSE,FALSE
0,Aug,4,1,1,Returning_Visitor,FALSE,FALSE
0,Aug,2,4,1,Returning_Visitor,FALSE,FALSE
0,Nov,2,2,1,Returning_Visitor,FALSE,FALSE
0,Oct,2,2,7,Returning_Visitor,FALSE,TRUE
0,Oct,2,5,1,Returning_Visitor,FALSE,TRUE
0,Aug,1,1,9,Returning_Visitor,FALSE,FALSE
0,Jul,1,1,3,Returning_Visitor,FALSE,FALSE
0,Aug,1,1,1,Returning_Visitor,FALSE,FALSE
0,Oct,1,1,3,Returning_Visitor,TRUE,FALSE
0,Jul,2,2,1,Returning_Visitor,FALSE,FALSE
0,Aug,1,1,4,Returning_Visitor,FALSE,FALSE
0,Aug,2,2,3,New_Visitor,FALSE,TRUE
0,Aug,2,2,2,Returning_Visitor,FALSE,FALSE
0,Oct,2,2,6,New_Visitor,FALSE,FALSE
0,Oct,1,1,3,Returning_Visitor,FALSE,FALSE
0,Aug,2,4,3,Returning_Visitor,FALSE,TRUE
0,Aug,2,4,3,Returning_Visitor,FALSE,FALSE
0,June,2,2,4,Returning_Visitor,FALSE,FALSE
0,Aug,2,2,3,Returning_Visitor,FALSE,FALSE
0,June,1,1,3,Returning_Visitor,FALSE,FALSE
0,June,3,2,2,Returning_Visitor,TRUE,FALSE
0,Nov,1,1,3,Returning_Visitor,FALSE,FALSE
0,Aug,2,5,7,Returning_Visitor,FALSE,FALSE
0,Nov,1,1,2,Returning_Visitor,FALSE,FALSE
0,Aug,3,2,3,Returning_Visitor,FALSE,TRUE
0,Aug,3,2,4,Returning_Visitor,TRUE,FALSE
0,Nov,2,4,9,New_Visitor,FALSE,FALSE
0,Nov,2,2,3,New_Visitor,FALSE,FALSE
0,Sep,1,2,3,Returning_Visitor,TRUE,FALSE
0,June,2,2,9,Returning_Visitor,FALSE,FALSE
0,Oct,3,2,1,Returning_Visitor,FALSE,FALSE
0,Jul,3,2,7,Returning_Visitor,FALSE,FALSE
0,Sep,3,2,1,New_Visitor,FALSE,TRUE
0,Aug,2,2,3,New_Visitor,FALSE,FALSE
0,Nov,3,2,1,Returning_Visitor,FALSE,FALSE
0,June,2,2,1,Returning_Visitor,FALSE,FALSE
0,Nov,2,2,1,Returning_Visitor,FALSE,FALSE
0,Sep,2,2,5,Returning_Visitor,FALSE,FALSE
0,Nov,1,1,1,Returning_Visitor,FALSE,FALSE
0,Jul,3,2,3,Returning_Visitor,FALSE,FALSE
0,Nov,2,2,2,Returning_Visitor,FALSE,TRUE
0,Nov,1,1,8,Returning_Visitor,FALSE,FALSE
0,Jul,2,4,9,Returning_Visitor,FALSE,TRUE
0,Sep,1,1,4,Returning_Visitor,FALSE,FALSE
0,Aug,3,2,3,Returning_Visitor,TRUE,FALSE
0,Jul,2,2,1,Returning_Visitor,FALSE,FALSE
0,Nov,2,2,9,Returning_Visitor,FALSE,FALSE
0,June,3,2,1,Returning_Visitor,FALSE,FALSE
0,June,2,6,1,Returning_Visitor,FALSE,FALSE
0,Aug,1,1,3,Returning_Visitor,FALSE,TRUE
0,Sep,3,2,1,Returning_Visitor,FALSE,FALSE
0,Oct,3,2,6,Returning_Visitor,FALSE,FALSE
0,Oct,4,2,8,Returning_Visitor,FALSE,FALSE
0,Oct,4,1,3,Returning_Visitor,FALSE,FALSE
0,Oct,2,2,3,Returning_Visitor,FALSE,FALSE
0,Nov,2,2,1,Returning_Visitor,FALSE,TRUE
0,Sep,2,4,2,Returning_Visitor,FALSE,FALSE
0,Nov,2,6,5,Returning_Visitor,FALSE,TRUE
0,Aug,2,2,3,Returning_Visitor,FALSE,FALSE
0,Aug,3,2,2,Returning_Visitor,FALSE,FALSE
0,Aug,2,2,1,Returning_Visitor,TRUE,FALSE
0,Nov,3,2,1,Returning_Visitor,TRUE,FALSE
0,Jul,1,1,1,Returning_Visitor,FALSE,FALSE
0,Nov,2,2,1,Returning_Visitor,TRUE,FALSE
0,Oct,2,2,6,Returning_Visitor,FALSE,TRUE
0,June,1,1,1,Returning_Visitor,FALSE,FALSE
0,June,2,2,1,Returning_Visitor,FALSE,FALSE
0,Oct,1,1,3,New_Visitor,TRUE,FALSE
0,Oct,2,2,9,New_Visitor,FALSE,FALSE
0,Sep,3,2,3,Returning_Visitor,FALSE,FALSE
0,Aug,2,2,3,Returning_Visitor,FALSE,FALSE
0,Oct,3,2,1,Returning_Visitor,FALSE,TRUE
0,Jul,2,2,1,Returning_Visitor,FALSE,TRUE
0,Oct,1,1,3,Returning_Visitor,FALSE,FALSE
0,Nov,2,2,3,Returning_Visitor,FALSE,FALSE
0,Sep,2,2,1,Returning_Visitor,FALSE,FALSE
0,Oct,1,1,3,New_Visitor,FALSE,FALSE
0,Oct,2,2,1,New_Visitor,TRUE,FALSE
0,June,2,2,6,Returning_Visitor,FALSE,FALSE
0,Sep,2,2,1,New_Visitor,FALSE,FALSE
0,June,2,5,1,Returning_Visitor,TRUE,FALSE
0,June,2,2,2,Returning_Visitor,FALSE,FALSE
0,Nov,2,7,8,Returning_Visitor,FALSE,FALSE
0,Sep,3,2,1,Returning_Visitor,FALSE,FALSE
0,Jul,2,4,1,Returning_Visitor,FALSE,FALSE
0,Oct,2,2,3,New_Visitor,FALSE,FALSE
0,Nov,1,1,4,Returning_Visitor,FALSE,FALSE
0,Aug,1,1,4,New_Visitor,FALSE,TRUE
0,June,1,1,1,Returning_Visitor,FALSE,FALSE
0,Nov,2,2,1,Returning_Visitor,FALSE,FALSE
